track_name,track_artist,language,playlist_genre,playlist_subgenre,genre_encoded,language_encoded
Jhilik Jhilik Jhinuk,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Purano Sei Diner Kotha,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
O Tota Pakhi Re,Nirmal Mishra,bn,Adhunik Bangla,Romantic Modern,0,0
She Keno Amay,Pankaj Udhas,bn,Adhunik Bangla,Romantic Modern,0,0
Jeevanamaraner,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Devotional,7,0
Eureka Eureka,Kishore Kumar|Ranu Mukherjee|Chorus,bn,Bangla Film,Duet Playback,1,0
Chhinnapatar Sajai Taranee,Sumitra Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Amar Chetana Chaitanya Kore,Panna Lal Bhattacharjee,bn,Devotional,Spiritual,5,0
Amar Hriday Tomar Aapan Haater Dole (Duet),Arundhati Holme Chowdhury|Santu Mukherjee,bn,Rabindra Sangeet,Tagore Classic,7,0
Ek Din Aaro Gelo,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Madhumas Jay,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0
Hotam Jodi Tota Pakhi,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Aadho Aalo Chhayte,Kishore Kumar|Asha Bhosle,bn,Bangla Film,Duet Playback,1,0
Ami Tomar Majhe Pelam Khunje,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Ore Mon-Mayana,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Machher Kanta Khonpar Kanta,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Bhalobese Sakhi Nibhrite Jatane,Chinmoy Chatterjee,bn,Rabindra Sangeet,Tagore Nature,7,0
Nahin Surya Nahin Jyoti,Anup Jalota,bn,Devotional,Bhajan,5,0
Ek Baishakhe Dekha Holo Dujanay,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Ei Sundar Raatri,Sandhya Mukherjee,bn,Bangla Film,Romantic Playback,1,0
O Montrimoshai,Rabi Ghosh|Anup Ghoshal,bn,Children's Music,Comic Song,4,0
Iskabaner Deshe,Antara Chwdhury,bn,Children's Music,Comic Song,4,0
Gun Gun Gun Kunje Amar,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Golemale Gole Male Pirit Koiro Na,Purna Das Baul,bn,Bangla Folk,Baul,2,0
Tomaro Ashimey,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Devotional,7,0
Amar Moner Ei Mayurmahale,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Ami Je Ke Tomar,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Tomate Amate Dekha Hoyechhilo,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0
Raat Je Madhumati,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Ei Brishtite Bhije Mati,Manna Dey|Lata Mangeshkar,bn,Bangla Folk,Regional Folk,2,0
Ke Pratham Kachhe Esechhi,Lata Mangeshkar|Manna Dey,bn,Bangla Film,Duet Playback,1,0
Pherano Jabe Na Aar,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Chanchal Moyuri E Raat,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Ei To Bhalo Legechhilo - Hemanta Mukherjee,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Eso Pranbharan,Arundhati Holme Chowdhury|Bitu Samajpati,bn,Rabindra Sangeet,Tagore Classic,7,0
Ami Aaj Bhebechhi Mone,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Baro Eka Laage,Manna Dey,bn,Bangla Film,Melancholy Playback,1,0
Nohi Jantra,Anup Ghoshal,bn,Children's Music,Comic Song,4,0
Pranbhara Swapna,Kishore Kumar|Chandrani Mukherjee,bn,Bangla Film,Duet Playback,1,0
Sabar Aarale,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Tapur Tupur Sara Dupur,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Amay Bolo Na Gahite,Suchitra Mitra,bn,Rabindra Sangeet,Tagore Classic,7,0
Ore Sujan Naiya,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0
Aami Dasyir Sathey Kori Dosti,Manna Dey,bn,Bangla Film,Romantic Playback,1,0
Na Na Emon Korey,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Katha Hoyechhilo,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Pathey Chhile Jetey,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Jakhan Porbe Na Mor Payer Chinha,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Kana Machhi Bhon Bhon,Antara Chwdhury|Sabita Chowdhury,bn,Children's Music,Comic Song,4,0
Dui Naukaye Diya Pa,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0
Shiter Shishir Bheja Raat,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0
Mon Tomar Ei Bhram Gelo Na,Panna Lal Bhattacharjee,bn,Devotional,Spiritual,5,0
Ami Tomar Preme Habo Sabar,Sagar Sen,bn,Rabindra Sangeet,Tagore Romantic,7,0
Mahabiswey Mahabiswey,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Priyotamo Ki Likhi Tomay,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
O Bideshi Bandhu,Bhupen Hazarika,bn,Adhunik Bangla,Urban Modern,0,0
Nayan Chherey Geley,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Aaro Katodin Ami Khunjechhi Tomake,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Kalyankarini Saptanadi Bhagini,Chandrabali Rudra Dutta,bn,Rabindra Sangeet,Tagore Classic,7,0
Shono Go Dakhin Hawa,S. D. Burman,bn,Adhunik Bangla,Romantic Modern,0,0
Prem Kise Hoy,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
King Of The Ghosts Gives 3 Boons,Satyajit Ray,bn,Children's Music,Fantasy Song,4,0
Kon Pakhi Dhara Dite Chaaye,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Bharaa Thaak Smritisudhaay,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Nostalgia,7,0
Naam Rekhechhi Bonolata,Shyamal Mitra,bn,Adhunik Bangla,Romantic Modern,0,0
Ami Apon Koriya Chahini,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
"Barne, Gandhe, Chhande, Gitite",S. D. Burman,bn,Adhunik Bangla,Romantic Modern,0,0
Hay Go Amar Mon Mane Na,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Darjeeling Jatra,R. D. Burman,bn,Children's Music,Travel Comic,4,0
Ja Peyechhi,Amit Kumar,bn,Bangla Film,Romantic Playback,1,0
Se To Elo Na,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Na Na Jeo Na,Manna Dey,bn,Bangla Film,Melancholy Playback,1,0
Pratidhwani Suni,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0
Ke Jay Amritadhamjatri,Ritu Guha,bn,Rabindra Sangeet,Tagore Classic,7,0
Badal Kalo Ghirlo Go,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Baro Asha Kare,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Onek Khujechi Khuje Payine,Mohammad Aziz,bn,Bangla Film,Romantic Playback,1,0
Aar Nai Je Deri,Chinmoy Chatterjee,bn,Rabindra Sangeet,Tagore Classic,7,0
Rai Jago Rai Jago Bole,Amar Pal,bn,Bangla Folk,Polli Geeti,2,0
"Ogo Kangal, Amare Kangal Karechho",Ritu Guha,bn,Rabindra Sangeet,Tagore Classic,7,0
Eto Kachhe Dujane,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Amra Korbo Joy,Bhupen Hazarika|Chorus,bn,Bangla Patriotic,Inspirational Anthem,3,0
E Jiban Premeri Ek Patabahar Kabita,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Megh Aar Kuyashay Hok,Kishore Kumar|Aarti Mukherji,bn,Bangla Film,Duet Playback,1,0
Amar Bela Je Jai,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Badhu Kon Alo (Part 2),Arundhati Holme Chowdhury,bn,Rabindra Sangeet,Tagore Nature,7,0
Shudhu Jaoya Aasa,Arundhati Holme Chowdhury,bn,Rabindra Sangeet,Tagore Classic,7,0
Chanchal Mon Anmona Hoy,Lata Mangeshkar|Hemant Kumar,bn,Bangla Film,Duet Playback,1,0
Bhola Mon Moner Katha,Shyamal Mitra,bn,Adhunik Bangla,Romantic Modern,0,0
Amar Andhar Bhubane,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Banshi Keno Hai,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Hey Priyotama Ami To Tomay,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
"Sakhi, Bhabana Kahare Bale",Sumitra Sen,bn,Rabindra Sangeet,Tagore Romantic,7,0
Klaanti Aamaar Kshamaa Koro,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Tunhu Mamo Monpran Hey (Stereo),Sandhya Mukherjee,bn,Bangla Film,Romantic Playback,1,0
Jabo Ki Jabo Na,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Dekhe Elam Ruper Agun,Manna Dey,bn,Bangla Film,Romantic Playback,1,0
E Ki Holo,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Gharete Bhramar Elo,Sumitra Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Ma Tui Amay Daya Korbi Ki Na Bal,Manna Dey,bn,Devotional,Spiritual,5,0
Aaj Bikeler Dake Tomar Chithi,Banasree Sengupta,bn,Adhunik Bangla,Romantic Modern,0,0
Aaro Bhalo Hoto,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Tumi Je Amar,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Amar Khela Jakhon Chhilo Tomar Sane,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Shono Ei To Samay,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0
Ami Gun Kormu Ekjonare,Anuradha Paudwal,bn,Devotional,Bhajan,5,0
Nibhrita Praner,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Dinguli Mor Sonar Khanchay Roilo Na,Dwijen Mukherjee,bn,Adhunik Bangla,Romantic Modern,0,0
Keno Dure Thako,Hemant Kumar,bn,Bangla Film,Melancholy Playback,1,0
Jabar Belay Pichhu Theke,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Tomake Shonate E Gaan,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Akash Keno Daake,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Jani Jani Tumi Esechho E Pathe,Sudeshna Chatterjee,bn,Adhunik Bangla,Romantic Modern,0,0
Hey Mor Debota,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Jodi Baran Karo Tabe Gabo Na,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Ami Jani Na,Asha Bhosle|Abhijeet Bhattacharya,bn,Bangla Film,Duet Playback,1,0
Aaro Kachakachi,Kishore Kumar|Asha Bhosle,bn,Bangla Film,Duet Playback,1,0
Ogo Abar Natun Kore,Mukesh,bn,Bangla Film,Romantic Playback,1,0
Deep Nibhey Gechhey,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Mon Mor Megher Sangi,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Aachhey Dukkha,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Saat Sakaale,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Jakhan Ami Anek Dure,Kishore Kumar,bn,Bangla Film,Melancholy Playback,1,0
Prano Bhariye Trisha Hariye,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Mor Bhabonare (Female),SAHANA BAJPEI,bn,Rabindra Sangeet,Tagore Classic,7,0
Hai Re Poda Banshi,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Tomar Oi Dhupchhaya Rang,Shyamal Mitra,bn,Adhunik Bangla,Romantic Modern,0,0
Je Chhilo Amar Swapancharini,Srikanto Acharya,bn,Adhunik Bangla,Romantic Modern,0,0
Dinguli Mor,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Nostalgia,7,0
Mora Dujonai Rajar Jamai,Anup Ghoshal,bn,Children's Music,Fantasy Song,4,0
Amay Nahe Go,Feroza Begum,bn,Nazrul Geeti,Nazrul Romantic,6,0
Naam Dhore Kejano,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0
Shai Pakhitar,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0
Deko Naa Aamarey,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
O Amar Pran Sajani (Champabothi Kanya),Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Phote Je Rakta Golap,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Bhulo Na Pratham Se Din,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Jadi Akash Hoto Ankhi,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Tung Tung Tung,C.L.T.,bn,Adhunik Bangla,Romantic Modern,0,0
Habuchandra Raja,Antara Chwdhury,bn,Children's Music,Fantasy Song,4,0
E Mon Amar Hariye Jay,Asha Bhosle,bn,Bangla Film,Melancholy Playback,1,0
Rangiye Diye Jao,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Tomar Kaache Jabo,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0
Sei Raate Raat Chhilo Purnima,Kishore Kumar,bn,Adhunik Bangla,Romantic Modern,0,0
Jafrani Rang Akashe,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Tomar Pujar Chhaley,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Devotional,7,0
Shyam Roop Dhariya,S. D. Burman,bn,Adhunik Bangla,Romantic Modern,0,0
O Jhar Jhar Jharna,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
"Madhur, Tomar Shesh Jey Na Pai",Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Kar Milano Chao Birahi,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Pran Chay Chokkhu Na Chay,Sagar Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Amar Ga Chhamchham Kare,Asha Bhosle|Bappi Lahiri,bn,Bangla Film,Duet Playback,1,0
Esse Chhile Tobu,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Ore Mon Pakhi,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Bare Bare Ke Jeno Dake,Manabendra Mukherjee,bn,Adhunik Bangla,Romantic Modern,0,0
Beshi Ki Boli Jakhon Boli,Bappi Lahiri|Asha Bhosle,bn,Bangla Film,Duet Playback,1,0
Chalo Chole Jai Haate Haat Rekhe,Asha Bhosle|R. D. Burman,bn,Bangla Film,Duet Playback,1,0
Bandha Moner Duar Diyechhi,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Haowa Megh Saraye Phul Jharaye,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Khukumani Go Sonaa,Antara Chwdhury|Sabita Chowdhury,bn,Children's Music,Children's Song,4,0
Diner Shese Ghumer Deshe,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Tari Amar Hathat Dubey Jai,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Ami Tomay Jato Shuniyechhilem Gaan,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Tomar Dake Sara Dite,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Ki Je Bhabi Elomelo,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Ekta Gaan Likho Amar Janyo,Pratima Banerjee,bn,Adhunik Bangla,Romantic Modern,0,0
Ei Agune Haat Rakho,Nachiketa Chakraborty,bn,Adhunik Bangla,Romantic Modern,0,0
Ami To Tomar Chirodiner Hnasi Kannar Sathi,Nirmal Mishra,bn,Adhunik Bangla,Romantic Modern,0,0
Dekte Dekte Din Chole,Mahendra Kapoor,bn,Bangla Film,Romantic Playback,1,0
Amio Pather Mato,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Dure Dure Kachhe Kachhe,Aarti Mukherji,bn,Bangla Film,Melancholy Playback,1,0
Lakshmiti Dohai Tomar,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Ekhono Sarengita Bajchhe,Haimanti Shukla,bn,Adhunik Bangla,Romantic Modern,0,0
Angur Angur Chokh,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Je Jon Premer Bhav Jane Na,Runa Laila,bn,Adhunik Bangla,Romantic Modern,0,0
O Duti Ankhi Jeno,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Tumi Nirmal Karo Mangal Kare,Panna Lal Bhattacharjee,bn,Devotional,Spiritual,5,0
Nabo Anande Jago Aaji,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Kaharba Noy Dadra Bajao,Manna Dey,bn,Bangla Film,Romantic Playback,1,0
Amay Prashna Kare Neel Dhrubatara,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Banya Banya E Aranya,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Ki Gabo Ami Ki Shunabo,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Praaney Gaan Naai,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Dak Pathale Kaal Sakale,Asha Bhosle|R. D. Burman,bn,Bangla Film,Duet Playback,1,0
Tumi Esechhile Porshu,S. D. Burman,bn,Adhunik Bangla,Romantic Modern,0,0
Jani Na Se Kon Sudur Pare,Haimanti Shukla,bn,Adhunik Bangla,Romantic Modern,0,0
Dil Dariyar Majhete,Purna Das Baul,bn,Bangla Folk,Baul,2,0
Jani Nai Go Sadhan,Debabrata Biswas|Others,bn,Rabindra Sangeet,Tagore Classic,7,0
Ei Je Nadi Jay Sagare,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Kar Manjir Baje Rini,Shyamal Mitra,bn,Adhunik Bangla,Romantic Modern,0,0
Khonpar Ei Golap Diye,Sivaji Chatterjee,bn,Adhunik Bangla,Romantic Modern,0,0
Tumi Jey Surer Aagun,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Bharat Amar Bharat Barsha,Manna Dey,bn,Bangla Film,Romantic Playback,1,0
Din Jaye Raat Jaye,Anuradha Paudwal,bn,Devotional,Bhajan,5,0
Bahudiner Agete Godhulir Belate,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0
Amar Sesh Paraner Kodi,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Romantic,7,0
Aaj Mon Cheyechhe,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Ei Je Heri Go Debi Amari,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Jiya Manat Na - Thumree,Mahendra Kapoor,bn,Bangla Film,Romantic Playback,1,0
Akaraney Akaley Mor,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Se To Elo Na,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Ei Sundar Swarnali Sandhaye,Geeta Dutt,bn,Bangla Film,Romantic Playback,1,0
Payal Baje Chham Chham Chham - Thumree,Mahendra Kapoor,bn,Bangla Film,Romantic Playback,1,0
Chinechhi Chinechhi Tomar E Mon,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Bhalobashar Moto Bhalo Kauke,Udit Narayan,bn,Bangla Film,Romantic Playback,1,0
Swapney Aamaar Mone Holo,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Ei Edike Eso Esona,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Milan Hobe Katodine,Farida Parveen,bn,Bangla Folk,Lalon,2,0
Baani Tabo Dhai,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Na Na Kache Eso Na,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Tomar Bhubane Phuler Mela,Akhil Bandhu Ghosh,bn,Adhunik Bangla,Romantic Modern,0,0
Bojho Na Keno Je,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Oi Padma Chokher Neel Jamunay,Shyamal Mitra,bn,Adhunik Bangla,Romantic Modern,0,0
Kon Bhiruke Bhoy Dekhabi,Suchitra Mitra,bn,Rabindra Sangeet,Tagore Classic,7,0
Pather Shes Kothay,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Jodi Jante Chao Tumi,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
O Mago Ma,Antara Chwdhury,bn,Children's Music,Comic Song,4,0
Tomari Jharnatalar Nirjane,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Aaha Ki Darun Dekhtey,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Baro Bishad Bhara Rajani,Lata Mangeshkar|Chorus,bn,Bangla Film,Duet Playback,1,0
E Kemon Ranga Jadu,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0
Tobu Bole Keno Sahasai,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Krishnachura Shon Shon Shon,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Tui Ki Amar Putul Putul,Manna Dey,bn,Children's Music,Children's Song,4,0
Naam Amar Kishore Kumar Ganguly,Kishore Kumar,bn,Adhunik Bangla,Tribute Song,0,0
Jeno Kichhu Mone Korona,Akhil Bandhu Ghosh,bn,Adhunik Bangla,Romantic Modern,0,0
Chokhe Naame Brishti,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Opare Thakbo Ami,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Khub Chena Chena Mukhkhani,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
O Shyam Jakhan Takhan,Sujata Mukherjee|Aarti Mukherji,bn,Bangla Film,Duet Playback,1,0
Baba O Khoka,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Amar Mon Manne Na,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Ekti Kunri Duti Pata,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0
Putul Putul,Antara Chwdhury,bn,Children's Music,Children's Song,4,0
Aamar Moner Kato Sukh Niye,Mukesh,bn,Bangla Film,Romantic Playback,1,0
Jaubansarosinire,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
O Mor Moyna Go,Lata Mangeshkar,bn,Bangla Folk,Folk Song,2,0
Nijhum Nishithe,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
E Manihar Amay Nahi Saje,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
O Aamar Kandher Anchal,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Anek Jamano Byatha,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Jodi Jante Chao Tumi,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Saat Suron Ki Bandh Payeliya,Hemant Kumar|Shakti Thakur,bn,Bangla Film,Duet Playback,1,0
Ekkhana Megh Bhese Elo Akashe,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0
Chokhe Chokh Rekhe - Kishore Kumar,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Ore Mon Ke Emon Daga,Amit Kumar|Bhupinder Singh|Mohammed Rafi|Aarti Mukherji,bn,Bangla Film,Duet Playback,1,0
E Mon Mor Jani Na Kotha Je Haralo,Nirmal Mishra,bn,Adhunik Bangla,Romantic Modern,0,0
Amar Silpi Kishore Kumar,Kumar Sanu,bn,Bangla Film,Romantic Playback,1,0
Ke Jay Re,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Pretty in Pink,The Psychedelic Furs,en,rock,permanent wave,13,1
Good Stuff,UGK,en,rap,southern hip hop,12,1
Upgraded,Capital Kings,en,edm,progressive electro house,8,1
Body Language (feat. Usher & Tinashe),Kid Ink,en,pop,post-teen pop,10,1
My Homeboy's Girlfriend,8Ball,en,rap,southern hip hop,12,1
The Needle And The Spoon,Lynyrd Skynyrd,en,rock,classic rock,13,1
Rain,Status Quo,en,rock,hard rock,13,1
X's We Share,Jodeci,en,r&b,new jack swing,11,1
Feelin' Alright,Joe Cocker,en,rock,album rock,13,1
Hurts 2B Human (feat. Khalid) - Midnight Kids Remix,P!nk,en,edm,big room,8,1
No One Knows Who We Are (Radio Edit) (feat. Lights),Kaskade,en,edm,progressive electro house,8,1
Stronger,Prismo,en,pop,electropop,10,1
I Feel The Love,Tritonal,en,pop,dance pop,10,1
Futsal Shuffle 2020,Lil Uzi Vert,en,rap,hip hop,12,1
Baby I'm Yours - Re-Recorded,Shai,en,r&b,new jack swing,11,1
Come To Life,Neon Feather,en,pop,dance pop,10,1
Homicide (feat. Eminem),Logic,en,rap,hip hop,12,1
The Ghost in You,The Psychedelic Furs,en,rock,permanent wave,13,1
Is It Love,3LAU,en,latin,tropical,9,1
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),Mustard,en,rap,hip hop,12,1
Glory Days,Bruce Springsteen,en,rock,hard rock,13,1
Jungle Boogie,Kool & The Gang,en,r&b,urban contemporary,11,1
Everything and More (feat. Aaron Cole),Hollyn,en,pop,dance pop,10,1
In The Lap Of The Gods... Revisited - Remastered 2011,Queen,en,rock,album rock,13,1
The Humpty Dance,Digital Underground,en,r&b,new jack swing,11,1
Shake Whatcha Mama Gave Ya',Poison Clan,en,rap,southern hip hop,12,1
Have You Ever,Brandy,en,r&b,new jack swing,11,1
The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,en,r&b,hip pop,11,1
Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,en,latin,latin pop,9,1
Hail Mary,2Pac,en,rap,gangster rap,12,1
Centerfold,The J. Geils Band,en,rock,classic rock,13,1
Waverunners,dopeSMOOTHIES,en,rap,southern hip hop,12,1
Hallucinogenics,Matt Maeson,en,pop,indie poptimism,10,1
Somebody I'm Not,Martin Jensen,en,latin,tropical,9,1
Fangirl,Lil Peep,en,r&b,urban contemporary,11,1
Lovers on the Sun (feat. Sam Martin),David Guetta,en,edm,electro house,8,1
Round and Round,Ratt,en,rock,classic rock,13,1
With You,Tony Terry,en,r&b,new jack swing,11,1
More Than You Know,Axwell /\ Ingrosso,en,pop,dance pop,10,1
But God,Isaac Carree,en,r&b,neo soul,11,1
OCD (with Dwn2earth),Logic,en,rap,hip hop,12,1
Cool,Jonas Brothers,en,r&b,hip pop,11,1
Sunshine (feat. Lea) - Explicit Album Version,Lil' Flip,en,rap,hip hop,12,1
Cum on Feel the Noize,Quiet Riot,en,rock,classic rock,13,1
Electricity,Culture Code,en,edm,pop edm,8,1
Emotion,Mia Rodriguez,en,r&b,hip pop,11,1
Take Me Home (feat. Bebe Rexha),Cash Cash,en,edm,progressive electro house,8,1
Animals,Martin Garrix,en,edm,big room,8,1
I Need A Lover,John Mellencamp,en,rock,classic rock,13,1
Rock Wit U (Awww Baby),Ashanti,en,r&b,hip pop,11,1
Keep Yourself Alive - 2011 Mix,Queen,en,rock,album rock,13,1
The Next Time I Fall (with Amy Grant),Peter Cetera,en,rock,album rock,13,1
Where The Hood At,DMX,en,rap,gangster rap,12,1
