track_name,track_artist,language,playlist_genre,playlist_subgenre,genre_encoded,language_encoded,beta_vae_tuned_beta1_kmeans_cluster
Hay Re Kala Eki Jwala,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,8
Mukhe Bolleye Prem Hoye Na,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0,9
Chakrita Ami Peyegechi Bela 2441139,Anjan Dutt,bn,Adhunik Bangla,Romantic Modern,0,0,9
O Amar Pran Sajani (Champabothi Kanya),Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,2
Jodi Bhabo Bhalobeshe,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0,9
Andhakarer Ei Raater Sheshe,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,9
Amar Raat Pohaalo (d B),Debabrata Biswas,bn,Rabindra Sangeet,Tagore Nature,7,0,9
Bangla:- (Ami Bangla Mayer Chhele and Amar Sonar Bangla),Dohar,bn,Bangla Folk,Regional Folk,2,0,11
Sukno Patar Nupur Paye,Feroza Begum,bn,Nazrul Geeti,Nazrul Romantic,6,0,0
Jodi Kagoje Lekho Naam,Manna Dey,bn,Bangla Film,Romantic Playback,1,0,8
Na Chahile Jare Paoya Jaay - Manna Dey,Manna Dey,bn,Bangla Film,Romantic Playback,1,0,12
Jhilik Jhilik Jhinuk,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,12
Purano Sei Diner Kotha,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,8
O Tota Pakhi Re,Nirmal Mishra,bn,Adhunik Bangla,Romantic Modern,0,0,2
She Keno Amay,Pankaj Udhas,bn,Adhunik Bangla,Romantic Modern,0,0,12
Jeevanamaraner,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Devotional,7,0,2
Eureka Eureka,Kishore Kumar|Ranu Mukherjee|Chorus,bn,Bangla Film,Duet Playback,1,0,12
Chhinnapatar Sajai Taranee,Sumitra Sen,bn,Rabindra Sangeet,Tagore Classic,7,0,8
Amar Chetana Chaitanya Kore,Panna Lal Bhattacharjee,bn,Devotional,Spiritual,5,0,12
Amar Hriday Tomar Aapan Haater Dole (Duet),Arundhati Holme Chowdhury|Santu Mukherjee,bn,Rabindra Sangeet,Tagore Classic,7,0,11
Ek Din Aaro Gelo,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,12
Madhumas Jay,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0,0
Hotam Jodi Tota Pakhi,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,11
Aadho Aalo Chhayte,Kishore Kumar|Asha Bhosle,bn,Bangla Film,Duet Playback,1,0,2
Ami Tomar Majhe Pelam Khunje,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,2
Ore Mon-Mayana,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,0
Machher Kanta Khonpar Kanta,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,11
Bhalobese Sakhi Nibhrite Jatane,Chinmoy Chatterjee,bn,Rabindra Sangeet,Tagore Nature,7,0,0
Nahin Surya Nahin Jyoti,Anup Jalota,bn,Devotional,Bhajan,5,0,12
Ek Baishakhe Dekha Holo Dujanay,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0,2
Ei Sundar Raatri,Sandhya Mukherjee,bn,Bangla Film,Romantic Playback,1,0,2
O Montrimoshai,Rabi Ghosh|Anup Ghoshal,bn,Children's Music,Comic Song,4,0,2
Iskabaner Deshe,Antara Chwdhury,bn,Children's Music,Comic Song,4,0,8
Gun Gun Gun Kunje Amar,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,0
Golemale Gole Male Pirit Koiro Na,Purna Das Baul,bn,Bangla Folk,Baul,2,0,9
Tomaro Ashimey,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Devotional,7,0,2
Amar Moner Ei Mayurmahale,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,2
Ami Je Ke Tomar,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,2
Tomate Amate Dekha Hoyechhilo,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0,0
Raat Je Madhumati,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,11
Ei Brishtite Bhije Mati,Manna Dey|Lata Mangeshkar,bn,Bangla Folk,Regional Folk,2,0,0
Ke Pratham Kachhe Esechhi,Lata Mangeshkar|Manna Dey,bn,Bangla Film,Duet Playback,1,0,12
Pherano Jabe Na Aar,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,12
Chanchal Moyuri E Raat,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,8
Ei To Bhalo Legechhilo - Hemanta Mukherjee,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,8
Eso Pranbharan,Arundhati Holme Chowdhury|Bitu Samajpati,bn,Rabindra Sangeet,Tagore Classic,7,0,2
Ami Aaj Bhebechhi Mone,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,8
Baro Eka Laage,Manna Dey,bn,Bangla Film,Melancholy Playback,1,0,2
Nohi Jantra,Anup Ghoshal,bn,Children's Music,Comic Song,4,0,11
Pranbhara Swapna,Kishore Kumar|Chandrani Mukherjee,bn,Bangla Film,Duet Playback,1,0,9
Sabar Aarale,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,2
Tapur Tupur Sara Dupur,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0,11
Amay Bolo Na Gahite,Suchitra Mitra,bn,Rabindra Sangeet,Tagore Classic,7,0,0
Ore Sujan Naiya,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0,2
Aami Dasyir Sathey Kori Dosti,Manna Dey,bn,Bangla Film,Romantic Playback,1,0,0
Na Na Emon Korey,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,2
Katha Hoyechhilo,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,12
Pathey Chhile Jetey,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0,0
Jakhan Porbe Na Mor Payer Chinha,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,8
Kana Machhi Bhon Bhon,Antara Chwdhury|Sabita Chowdhury,bn,Children's Music,Comic Song,4,0,0
Dui Naukaye Diya Pa,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0,2
Shiter Shishir Bheja Raat,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0,5
Mon Tomar Ei Bhram Gelo Na,Panna Lal Bhattacharjee,bn,Devotional,Spiritual,5,0,8
Ami Tomar Preme Habo Sabar,Sagar Sen,bn,Rabindra Sangeet,Tagore Romantic,7,0,9
Mahabiswey Mahabiswey,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0,8
Priyotamo Ki Likhi Tomay,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,9
O Bideshi Bandhu,Bhupen Hazarika,bn,Adhunik Bangla,Urban Modern,0,0,2
Nayan Chherey Geley,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0,11
Aaro Katodin Ami Khunjechhi Tomake,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0,9
Kalyankarini Saptanadi Bhagini,Chandrabali Rudra Dutta,bn,Rabindra Sangeet,Tagore Classic,7,0,5
Shono Go Dakhin Hawa,S. D. Burman,bn,Adhunik Bangla,Romantic Modern,0,0,9
Prem Kise Hoy,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,8
King Of The Ghosts Gives 3 Boons,Satyajit Ray,bn,Children's Music,Fantasy Song,4,0,8
Kon Pakhi Dhara Dite Chaaye,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,8
Bharaa Thaak Smritisudhaay,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Nostalgia,7,0,11
Naam Rekhechhi Bonolata,Shyamal Mitra,bn,Adhunik Bangla,Romantic Modern,0,0,8
Ami Apon Koriya Chahini,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,5
"Barne, Gandhe, Chhande, Gitite",S. D. Burman,bn,Adhunik Bangla,Romantic Modern,0,0,12
Hay Go Amar Mon Mane Na,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,12
Darjeeling Jatra,R. D. Burman,bn,Children's Music,Travel Comic,4,0,0
Ja Peyechhi,Amit Kumar,bn,Bangla Film,Romantic Playback,1,0,9
Se To Elo Na,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,9
Na Na Jeo Na,Manna Dey,bn,Bangla Film,Melancholy Playback,1,0,2
Pratidhwani Suni,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0,9
Ke Jay Amritadhamjatri,Ritu Guha,bn,Rabindra Sangeet,Tagore Classic,7,0,9
Badal Kalo Ghirlo Go,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,8
Baro Asha Kare,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,2
Onek Khujechi Khuje Payine,Mohammad Aziz,bn,Bangla Film,Romantic Playback,1,0,8
Aar Nai Je Deri,Chinmoy Chatterjee,bn,Rabindra Sangeet,Tagore Classic,7,0,2
Rai Jago Rai Jago Bole,Amar Pal,bn,Bangla Folk,Polli Geeti,2,0,9
"Ogo Kangal, Amare Kangal Karechho",Ritu Guha,bn,Rabindra Sangeet,Tagore Classic,7,0,9
Eto Kachhe Dujane,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,9
Amra Korbo Joy,Bhupen Hazarika|Chorus,bn,Bangla Patriotic,Inspirational Anthem,3,0,8
E Jiban Premeri Ek Patabahar Kabita,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,5
Megh Aar Kuyashay Hok,Kishore Kumar|Aarti Mukherji,bn,Bangla Film,Duet Playback,1,0,11
Amar Bela Je Jai,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,0
Badhu Kon Alo (Part 2),Arundhati Holme Chowdhury,bn,Rabindra Sangeet,Tagore Nature,7,0,9
Shudhu Jaoya Aasa,Arundhati Holme Chowdhury,bn,Rabindra Sangeet,Tagore Classic,7,0,12
Chanchal Mon Anmona Hoy,Lata Mangeshkar|Hemant Kumar,bn,Bangla Film,Duet Playback,1,0,2
Bhola Mon Moner Katha,Shyamal Mitra,bn,Adhunik Bangla,Romantic Modern,0,0,5
Amar Andhar Bhubane,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,12
Banshi Keno Hai,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,0
Hey Priyotama Ami To Tomay,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,2
"Sakhi, Bhabana Kahare Bale",Sumitra Sen,bn,Rabindra Sangeet,Tagore Romantic,7,0,9
Klaanti Aamaar Kshamaa Koro,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0,0
Tunhu Mamo Monpran Hey (Stereo),Sandhya Mukherjee,bn,Bangla Film,Romantic Playback,1,0,0
Jabo Ki Jabo Na,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,8
Dekhe Elam Ruper Agun,Manna Dey,bn,Bangla Film,Romantic Playback,1,0,0
E Ki Holo,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,2
Gharete Bhramar Elo,Sumitra Sen,bn,Rabindra Sangeet,Tagore Classic,7,0,0
Ma Tui Amay Daya Korbi Ki Na Bal,Manna Dey,bn,Devotional,Spiritual,5,0,0
Aaj Bikeler Dake Tomar Chithi,Banasree Sengupta,bn,Adhunik Bangla,Romantic Modern,0,0,9
Aaro Bhalo Hoto,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,9
Tumi Je Amar,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,9
Amar Khela Jakhon Chhilo Tomar Sane,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,9
Shono Ei To Samay,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0,8
Ami Gun Kormu Ekjonare,Anuradha Paudwal,bn,Devotional,Bhajan,5,0,2
Nibhrita Praner,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0,9
Dinguli Mor Sonar Khanchay Roilo Na,Dwijen Mukherjee,bn,Adhunik Bangla,Romantic Modern,0,0,5
Keno Dure Thako,Hemant Kumar,bn,Bangla Film,Melancholy Playback,1,0,5
Jabar Belay Pichhu Theke,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,8
Tomake Shonate E Gaan,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,11
Akash Keno Daake,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,8
Jani Jani Tumi Esechho E Pathe,Sudeshna Chatterjee,bn,Adhunik Bangla,Romantic Modern,0,0,2
Hey Mor Debota,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0,2
Jodi Baran Karo Tabe Gabo Na,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,11
Ami Jani Na,Asha Bhosle|Abhijeet Bhattacharya,bn,Bangla Film,Duet Playback,1,0,9
Aaro Kachakachi,Kishore Kumar|Asha Bhosle,bn,Bangla Film,Duet Playback,1,0,8
Ogo Abar Natun Kore,Mukesh,bn,Bangla Film,Romantic Playback,1,0,0
Deep Nibhey Gechhey,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0,9
Mon Mor Megher Sangi,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,12
Aachhey Dukkha,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0,8
Saat Sakaale,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,2
Jakhan Ami Anek Dure,Kishore Kumar,bn,Bangla Film,Melancholy Playback,1,0,5
Prano Bhariye Trisha Hariye,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0,0
Mor Bhabonare (Female),SAHANA BAJPEI,bn,Rabindra Sangeet,Tagore Classic,7,0,9
Hai Re Poda Banshi,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,9
Tomar Oi Dhupchhaya Rang,Shyamal Mitra,bn,Adhunik Bangla,Romantic Modern,0,0,9
Je Chhilo Amar Swapancharini,Srikanto Acharya,bn,Adhunik Bangla,Romantic Modern,0,0,8
Dinguli Mor,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Nostalgia,7,0,12
Mora Dujonai Rajar Jamai,Anup Ghoshal,bn,Children's Music,Fantasy Song,4,0,9
Amay Nahe Go,Feroza Begum,bn,Nazrul Geeti,Nazrul Romantic,6,0,9
Naam Dhore Kejano,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0,2
Shai Pakhitar,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0,11
Deko Naa Aamarey,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0,2
O Amar Pran Sajani (Champabothi Kanya),Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,2
Phote Je Rakta Golap,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,2
Bhulo Na Pratham Se Din,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,0
Jadi Akash Hoto Ankhi,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0,0
Tung Tung Tung,C.L.T.,bn,Adhunik Bangla,Romantic Modern,0,0,0
Habuchandra Raja,Antara Chwdhury,bn,Children's Music,Fantasy Song,4,0,0
E Mon Amar Hariye Jay,Asha Bhosle,bn,Bangla Film,Melancholy Playback,1,0,2
Rangiye Diye Jao,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,0
Tomar Kaache Jabo,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0,11
Sei Raate Raat Chhilo Purnima,Kishore Kumar,bn,Adhunik Bangla,Romantic Modern,0,0,5
Jafrani Rang Akashe,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,12
Tomar Pujar Chhaley,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Devotional,7,0,9
Shyam Roop Dhariya,S. D. Burman,bn,Adhunik Bangla,Romantic Modern,0,0,12
O Jhar Jhar Jharna,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,11
"Madhur, Tomar Shesh Jey Na Pai",Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0,0
Kar Milano Chao Birahi,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0,2
Pran Chay Chokkhu Na Chay,Sagar Sen,bn,Rabindra Sangeet,Tagore Classic,7,0,9
Amar Ga Chhamchham Kare,Asha Bhosle|Bappi Lahiri,bn,Bangla Film,Duet Playback,1,0,2
Esse Chhile Tobu,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0,0
Ore Mon Pakhi,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,9
Bare Bare Ke Jeno Dake,Manabendra Mukherjee,bn,Adhunik Bangla,Romantic Modern,0,0,2
Beshi Ki Boli Jakhon Boli,Bappi Lahiri|Asha Bhosle,bn,Bangla Film,Duet Playback,1,0,13
Chalo Chole Jai Haate Haat Rekhe,Asha Bhosle|R. D. Burman,bn,Bangla Film,Duet Playback,1,0,2
Bandha Moner Duar Diyechhi,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,0
Haowa Megh Saraye Phul Jharaye,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,9
Khukumani Go Sonaa,Antara Chwdhury|Sabita Chowdhury,bn,Children's Music,Children's Song,4,0,12
Diner Shese Ghumer Deshe,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,9
Tari Amar Hathat Dubey Jai,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0,9
Ami Tomay Jato Shuniyechhilem Gaan,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,9
Tomar Dake Sara Dite,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0,9
Ki Je Bhabi Elomelo,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,9
Ekta Gaan Likho Amar Janyo,Pratima Banerjee,bn,Adhunik Bangla,Romantic Modern,0,0,8
Ei Agune Haat Rakho,Nachiketa Chakraborty,bn,Adhunik Bangla,Romantic Modern,0,0,8
Ami To Tomar Chirodiner Hnasi Kannar Sathi,Nirmal Mishra,bn,Adhunik Bangla,Romantic Modern,0,0,2
Dekte Dekte Din Chole,Mahendra Kapoor,bn,Bangla Film,Romantic Playback,1,0,2
Amio Pather Mato,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,2
Dure Dure Kachhe Kachhe,Aarti Mukherji,bn,Bangla Film,Melancholy Playback,1,0,9
Lakshmiti Dohai Tomar,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,8
Ekhono Sarengita Bajchhe,Haimanti Shukla,bn,Adhunik Bangla,Romantic Modern,0,0,0
Angur Angur Chokh,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,9
Je Jon Premer Bhav Jane Na,Runa Laila,bn,Adhunik Bangla,Romantic Modern,0,0,9
O Duti Ankhi Jeno,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,2
Tumi Nirmal Karo Mangal Kare,Panna Lal Bhattacharjee,bn,Devotional,Spiritual,5,0,8
Nabo Anande Jago Aaji,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,11
Kaharba Noy Dadra Bajao,Manna Dey,bn,Bangla Film,Romantic Playback,1,0,2
Amay Prashna Kare Neel Dhrubatara,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,2
Banya Banya E Aranya,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0,5
Ki Gabo Ami Ki Shunabo,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0,8
Praaney Gaan Naai,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0,9
Dak Pathale Kaal Sakale,Asha Bhosle|R. D. Burman,bn,Bangla Film,Duet Playback,1,0,12
Tumi Esechhile Porshu,S. D. Burman,bn,Adhunik Bangla,Romantic Modern,0,0,12
Jani Na Se Kon Sudur Pare,Haimanti Shukla,bn,Adhunik Bangla,Romantic Modern,0,0,2
Dil Dariyar Majhete,Purna Das Baul,bn,Bangla Folk,Baul,2,0,9
Jani Nai Go Sadhan,Debabrata Biswas|Others,bn,Rabindra Sangeet,Tagore Classic,7,0,9
Ei Je Nadi Jay Sagare,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,0
Kar Manjir Baje Rini,Shyamal Mitra,bn,Adhunik Bangla,Romantic Modern,0,0,12
Khonpar Ei Golap Diye,Sivaji Chatterjee,bn,Adhunik Bangla,Romantic Modern,0,0,11
Tumi Jey Surer Aagun,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0,2
Bharat Amar Bharat Barsha,Manna Dey,bn,Bangla Film,Romantic Playback,1,0,0
Din Jaye Raat Jaye,Anuradha Paudwal,bn,Devotional,Bhajan,5,0,8
Bahudiner Agete Godhulir Belate,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0,9
Amar Sesh Paraner Kodi,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Romantic,7,0,0
Aaj Mon Cheyechhe,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,8
Ei Je Heri Go Debi Amari,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,2
Jiya Manat Na - Thumree,Mahendra Kapoor,bn,Bangla Film,Romantic Playback,1,0,9
Akaraney Akaley Mor,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0,2
Se To Elo Na,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,12
Ei Sundar Swarnali Sandhaye,Geeta Dutt,bn,Bangla Film,Romantic Playback,1,0,9
Payal Baje Chham Chham Chham - Thumree,Mahendra Kapoor,bn,Bangla Film,Romantic Playback,1,0,9
Chinechhi Chinechhi Tomar E Mon,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0,8
Bhalobashar Moto Bhalo Kauke,Udit Narayan,bn,Bangla Film,Romantic Playback,1,0,9
Swapney Aamaar Mone Holo,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0,9
Ei Edike Eso Esona,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,12
Milan Hobe Katodine,Farida Parveen,bn,Bangla Folk,Lalon,2,0,9
Baani Tabo Dhai,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0,9
Na Na Kache Eso Na,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,2
Tomar Bhubane Phuler Mela,Akhil Bandhu Ghosh,bn,Adhunik Bangla,Romantic Modern,0,0,8
Bojho Na Keno Je,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,9
Oi Padma Chokher Neel Jamunay,Shyamal Mitra,bn,Adhunik Bangla,Romantic Modern,0,0,9
Kon Bhiruke Bhoy Dekhabi,Suchitra Mitra,bn,Rabindra Sangeet,Tagore Classic,7,0,8
Pather Shes Kothay,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,9
Jodi Jante Chao Tumi,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,9
O Mago Ma,Antara Chwdhury,bn,Children's Music,Comic Song,4,0,12
Tomari Jharnatalar Nirjane,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,2
Aaha Ki Darun Dekhtey,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,2
Baro Bishad Bhara Rajani,Lata Mangeshkar|Chorus,bn,Bangla Film,Duet Playback,1,0,9
E Kemon Ranga Jadu,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0,8
Tobu Bole Keno Sahasai,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,0
Krishnachura Shon Shon Shon,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,2
Tui Ki Amar Putul Putul,Manna Dey,bn,Children's Music,Children's Song,4,0,2
Naam Amar Kishore Kumar Ganguly,Kishore Kumar,bn,Adhunik Bangla,Tribute Song,0,0,5
Jeno Kichhu Mone Korona,Akhil Bandhu Ghosh,bn,Adhunik Bangla,Romantic Modern,0,0,11
Chokhe Naame Brishti,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,12
Opare Thakbo Ami,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,11
Khub Chena Chena Mukhkhani,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,12
O Shyam Jakhan Takhan,Sujata Mukherjee|Aarti Mukherji,bn,Bangla Film,Duet Playback,1,0,0
Baba O Khoka,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,2
Amar Mon Manne Na,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,2
Ekti Kunri Duti Pata,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0,0
Putul Putul,Antara Chwdhury,bn,Children's Music,Children's Song,4,0,11
Aamar Moner Kato Sukh Niye,Mukesh,bn,Bangla Film,Romantic Playback,1,0,11
Jaubansarosinire,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,0
O Mor Moyna Go,Lata Mangeshkar,bn,Bangla Folk,Folk Song,2,0,2
Nijhum Nishithe,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,9
E Manihar Amay Nahi Saje,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,0
O Aamar Kandher Anchal,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,12
Anek Jamano Byatha,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,9
Jodi Jante Chao Tumi,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,0
Saat Suron Ki Bandh Payeliya,Hemant Kumar|Shakti Thakur,bn,Bangla Film,Duet Playback,1,0,12
Ekkhana Megh Bhese Elo Akashe,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0,5
Chokhe Chokh Rekhe - Kishore Kumar,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,8
Ore Mon Ke Emon Daga,Amit Kumar|Bhupinder Singh|Mohammed Rafi|Aarti Mukherji,bn,Bangla Film,Duet Playback,1,0,2
E Mon Mor Jani Na Kotha Je Haralo,Nirmal Mishra,bn,Adhunik Bangla,Romantic Modern,0,0,0
Amar Silpi Kishore Kumar,Kumar Sanu,bn,Bangla Film,Romantic Playback,1,0,2
Ke Jay Re,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,0
Pretty in Pink,The Psychedelic Furs,en,rock,permanent wave,13,1,1
Good Stuff,UGK,en,rap,southern hip hop,12,1,4
Upgraded,Capital Kings,en,edm,progressive electro house,8,1,4
Body Language (feat. Usher & Tinashe),Kid Ink,en,pop,post-teen pop,10,1,13
My Homeboy's Girlfriend,8Ball,en,rap,southern hip hop,12,1,3
The Needle And The Spoon,Lynyrd Skynyrd,en,rock,classic rock,13,1,7
Rain,Status Quo,en,rock,hard rock,13,1,1
X's We Share,Jodeci,en,r&b,new jack swing,11,1,3
Feelin' Alright,Joe Cocker,en,rock,album rock,13,1,7
Hurts 2B Human (feat. Khalid) - Midnight Kids Remix,P!nk,en,edm,big room,8,1,7
No One Knows Who We Are (Radio Edit) (feat. Lights),Kaskade,en,edm,progressive electro house,8,1,1
Stronger,Prismo,en,pop,electropop,10,1,5
I Feel The Love,Tritonal,en,pop,dance pop,10,1,7
Futsal Shuffle 2020,Lil Uzi Vert,en,rap,hip hop,12,1,5
Baby I'm Yours - Re-Recorded,Shai,en,r&b,new jack swing,11,1,3
Come To Life,Neon Feather,en,pop,dance pop,10,1,1
Homicide (feat. Eminem),Logic,en,rap,hip hop,12,1,4
The Ghost in You,The Psychedelic Furs,en,rock,permanent wave,13,1,3
Is It Love,3LAU,en,latin,tropical,9,1,1
