track_name,track_artist,language,playlist_genre,playlist_subgenre,genre_encoded,language_encoded
Na Na Na Aaj Raate Aar,Manna Dey,bn,Bangla Film,Playful Romantic,1,0
Hard 2 Love,Haystak,en,rap,southern hip hop,12,1
Milkshake,Kelis,en,rap,southern hip hop,12,1
Now That We Found Love,Heavy D & The Boyz,en,r&b,new jack swing,11,1
Sanguine Paradise,Lil Uzi Vert,en,rap,hip hop,12,1
Can't You See,The Marshall Tucker Band,en,rock,album rock,13,1
Jani Tomar Premer Jogyo Ami To Noi,Manna Dey,bn,Adhunik Bangla,Melancholic Modern,0,0
Moner Janala Dhore Unki Diye,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Aaro Kachakachi,Kishore Kumar|Asha Bhosle,bn,Bangla Film,Duet Playback,1,0
Amar Chetana Chaitanya Kore,Panna Lal Bhattacharjee,bn,Devotional,Spiritual,5,0
Ghost,Lianne La Havas,en,r&b,neo soul,11,1
Into The Great Wide Open,Tom Petty and the Heartbreakers,en,rock,permanent wave,13,1
Another Day,Jamie Lidell,en,rock,album rock,13,1
You Make My Dreams - Remastered,Daryl Hall & John Oates,en,pop,post-teen pop,10,1
Jodi Baran Karo Tabe Gabo Na,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Jaubansarosinire,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
The House of the Rising Sun,The Animals,en,rock,hard rock,13,1
Crashing (feat. Bahari),ILLENIUM,en,edm,pop edm,8,1
Chirodini Tumi Je Aamar- Female,Asha Bhosle,bn,Bangla Film,Romantic Film Ballad,1,0
Na Dir Dir Da,Antara Chwdhury,bn,Children's Music,Comic Song,4,0
Aaj Bikeler Dake Tomar Chithi,Banasree Sengupta,bn,Adhunik Bangla,Romantic Modern,0,0
I Just Want You,Caleb Hawley,en,r&b,neo soul,11,1
Heaven,The Blaze,en,edm,electro house,8,1
Jadi Akash Hoto Ankhi,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Se To Elo Na,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
I Need A Lover,John Mellencamp,en,rock,classic rock,13,1
Only Can Get Better (feat. Daniel Merriweather),Silk City,en,latin,tropical,9,1
Halla Cholechhe Juddhe,Kamu Mukherjee|Jahor Roy,bn,Children's Music,Comic Song,4,0
Moner Naam Madhumati,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Do Me Right,Guy,en,r&b,new jack swing,11,1
Dekhore Nayan Melay,Anup Ghoshal,bn,Bangla Folk,Folk Ballad,2,0
Act a Fool,Rick Ross,en,rap,hip hop,12,1
Let Me Love You - Marshmello Remix,DJ Snake,en,rap,trap,12,1
Animals - Radio Edit,Martin Garrix,en,edm,big room,8,1
Shoot Shoot - 2007 Remastered Version,UFO,en,rock,hard rock,13,1
SOS,McClenney,en,r&b,neo soul,11,1
The Boys Are Back In Town,Thin Lizzy,en,rock,hard rock,13,1
Amar Hriday Tomar Aapan Haater Dole (Duet),Arundhati Holme Chowdhury|Santu Mukherjee,bn,Rabindra Sangeet,Tagore Classic,7,0
Dhoronako Shantrimoshai,Anup Ghoshal,bn,Children's Music,Comic Song,4,0
Funky Town,Lipps Inc.,en,pop,post-teen pop,10,1
Abhimane Chole Jeo Na,Manna Dey,bn,Adhunik Bangla,Romantic Modern,0,0
Together Forever,Lisette Melendez,en,latin,latin hip hop,9,1
Tomake Shonate E Gaan,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Rock Wit U (Awww Baby),Ashanti,en,r&b,hip pop,11,1
The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,en,r&b,hip pop,11,1
Wherever You Will Go,The Calling,en,rock,album rock,13,1
Kon Pakhi Dhara Dite Chaaye,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Thuilam Re Mon Padmapatay,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Bharaa Thaak Smritisudhaay,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Nostalgia,7,0
Hail Mary,2Pac,en,rap,gangster rap,12,1
Stay,Post Malone,en,pop,indie poptimism,10,1
Jete Jete Pathe Holo,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0
Limelight,Rush,en,rock,classic rock,13,1
Aaj Mon Cheyechhe,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Ei Meghla Dine Ekla,Hemant Kumar,bn,Adhunik Bangla,Monsoon Modern,0,0
everything i wanted,Billie Eilish,en,pop,dance pop,10,1
O Tui Nayan Pakhi Amar Re,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Angur Angur Chokh,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
ghostin,Ariana Grande,en,pop,post-teen pop,10,1
Never Really Over - R3HAB Remix,Katy Perry,en,pop,dance pop,10,1
It's Going Down,South Circle,en,rap,southern hip hop,12,1
Sagar Sangame,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0
"Ore Bondhure, Ore Sathi Re",Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Chhinnapatar Sajai Taranee,Sumitra Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Gharete Bhramar Elo,Sumitra Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Break Your Heart,Taio Cruz,en,edm,pop edm,8,1
Outta My System,Bow Wow,en,r&b,hip pop,11,1
Mone Porle,Arijit Singh,bn,Adhunik Bangla,Romantic Modern,0,0
Voices In My Head,NIVIRO,en,edm,big room,8,1
Behind Barz - Bonus,Drake,en,rap,hip hop,12,1
Golemale Gole Male Pirit Koiro Na,Purna Das Baul,bn,Bangla Folk,Baul,2,0
Hey Now - Arty Remix,London Grammar,en,edm,progressive electro house,8,1
Tumi Jey Surer Aagun,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Oi Mahasindhur Opar Theke,Manna Dey,bn,Bangla Film,Romantic Playback,1,0
High Pressure Dave,HEALTH,en,pop,electropop,10,1
Paris,Magic Man,en,pop,indie poptimism,10,1
Aasbo Aar Ekdin Aaj Jai,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Dil Dariyar Majhete,Purna Das Baul,bn,Bangla Folk,Baul,2,0
Ami Dukkhake Sukh Bhebe,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Prem Kise Hoy,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Tropic Love,Diviners,en,pop,electropop,10,1
Nohi Jantra,Anup Ghoshal,bn,Children's Music,Comic Song,4,0
Tumi Kon Kananer Phul,Asha Bhosle,bn,Rabindra Sangeet,Tagore Romantic,7,0
Ami Ek Jajabar,Bhupen Hazarika,bn,Adhunik Bangla,Wanderer Song,0,0
O Mor Moyna Go,Lata Mangeshkar,bn,Bangla Folk,Folk Song,2,0
Karma Chameleon,Culture Club,en,pop,electropop,10,1
Thief,Ookay,en,rap,trap,12,1
Do You Think About Me,50 Cent,en,rap,gangster rap,12,1
Mon Bolchhe,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Confessions Part II - Confessions Special Edition Version,Usher,en,r&b,hip pop,11,1
Katoi Ranga Dekhi Duniyay,Amar Pal,bn,Bangla Film,Comic Satire,1,0
Boom Boom Pow,The Black Eyed Peas,en,pop,post-teen pop,10,1
Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,Major Lazer,en,pop,electropop,10,1
Chinechhi Chinechhi Tomar E Mon,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,en,latin,latin pop,9,1
Manush Manusher Jannya,Bhupen Hazarika,bn,Bangla Patriotic,Humanist Song,3,0
Time In,Billy Marchiafava,en,rap,trap,12,1
Akaraney Akaley Mor,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Tomar Pujar Chhaley,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Devotional,7,0
Love Will Tear Us Apart - 2010 Remaster,Joy Division,en,pop,electropop,10,1
Lullaby - Calvo Remix,Sigala,en,edm,electro house,8,1
BOSS,The Carters,en,r&b,hip pop,11,1
Gahan Megher Chhaya Ghanay,Manna Dey,bn,Adhunik Bangla,Monsoon Modern,0,0
Krishnachura Shon Shon Shon,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Chokher Jaler Hoyna Kono Rang,Kishore Kumar,bn,Adhunik Bangla,Melancholic Modern,0,0
Gimme Back My Bullets,Lynyrd Skynyrd,en,rock,classic rock,13,1
Riot Rhythm,Sleigh Bells,en,rock,album rock,13,1
"Rhythm Is A Dancer - 7"" Edit",SNAP!,en,pop,dance pop,10,1
Hear Me Calling,Juice WRLD,en,rap,trap,12,1
Smilin,Demun Jones,en,rap,southern hip hop,12,1
Gharete Bhramar Elo Gunguniye,Arundhati Holme Chowdhury,bn,Adhunik Bangla,Folk-inspired Modern,0,0
Dekhle Kemon Tumi Khel,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Fool's Gold,Jill Scott,en,r&b,neo soul,11,1
Tomate Amate Dekha Hoyechhilo,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0
Tunhu Mamo Monpran Hey (Stereo),Sandhya Mukherjee,bn,Bangla Film,Romantic Playback,1,0
Puttin' On The Ritz - Disco Mix Radio Edit,Taco,en,edm,electro house,8,1
Sever,Red,en,rock,hard rock,13,1
Gucci Gang,Lil Pump,en,rap,gangster rap,12,1
Easy Love - Original Mix,Sigala,en,latin,tropical,9,1
Jana Ajana Pathey Cholechhi,Kishore Kumar|Asha Bhosle,bn,Bangla Film,Duet Playback,1,0
Picture Perfect,Man Overboard,en,pop,post-teen pop,10,1
Pa Ma Ga Re Sa,Lata Mangeshkar,bn,Devotional,Spiritual,5,0
Keno Dure Thako,Hemant Kumar,bn,Bangla Film,Melancholy Playback,1,0
Ke Jay Amritadhamjatri,Ritu Guha,bn,Rabindra Sangeet,Tagore Classic,7,0
Beauty,Dru Hill,en,r&b,urban contemporary,11,1
Southbound,The Allman Brothers Band,en,rock,classic rock,13,1
Fireflies,Owl City,en,pop,post-teen pop,10,1
Torn,LeToya,en,r&b,urban contemporary,11,1
Shyam Roop Dhariya,S. D. Burman,bn,Adhunik Bangla,Romantic Modern,0,0
Honey Dove,Lee Fields & The Expressions,en,r&b,neo soul,11,1
Ki Je Kori Dure Jete Hay,Lata Mangeshkar,bn,Bangla Film,Melancholy Playback,1,0
O Chand Samle Rakho Jochhnake,Manna Dey,bn,Adhunik Bangla,Romantic Modern,0,0
Jodi Kagoje Lekho Naam,Manna Dey,bn,Bangla Film,Romantic Playback,1,0
Catalina Breeze,The Blue Jean Committee,en,rock,permanent wave,13,1
Watching The World,Surahn,en,r&b,neo soul,11,1
Moner Manush :- (Mon Jakhan Jagli Nare and Milan Habe Kata Dine),Dohar,bn,Bangla Folk,Lalon Baul,2,0
Jani Na Se Kon Sudur Pare,Haimanti Shukla,bn,Adhunik Bangla,Romantic Modern,0,0
Dang! (feat. Anderson .Paak),Mac Miller,en,r&b,neo soul,11,1
Homicide (feat. Eminem),Logic,en,rap,hip hop,12,1
The Boys Of Summer,Don Henley,en,rock,album rock,13,1
Tumi Aamar Asha,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Young,The Chainsmokers,en,pop,electropop,10,1
Bojho Na Keno Je,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Dure Dure Kachhe Kachhe,Aarti Mukherji,bn,Bangla Film,Melancholy Playback,1,0
Without Me,Eminem,en,rap,southern hip hop,12,1
Take Me Home (feat. Bebe Rexha),Cash Cash,en,edm,progressive electro house,8,1
Meaning of Life,Disturbed,en,rock,hard rock,13,1
Gullah Gullah Island,Dear Silas,en,r&b,urban contemporary,11,1
Love Me Less (feat. Quinn XCII) - Party Pupils Remix,MAX,en,pop,dance pop,10,1
I Never Loved a Man (The Way I Love You),Aretha Franklin,en,r&b,neo soul,11,1
Jhilik Jhilik Jhinuk,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
OCD (with Dwn2earth),Logic,en,rap,hip hop,12,1
Ore Baba Dekho Cheye,Anup Ghoshal,bn,Children's Music,Comic Song,4,0
Losing U (feat. Daylight) - Radio Edit,Klingande,en,pop,indie poptimism,10,1
Paradise,Demun Jones,en,rap,southern hip hop,12,1
Charon Dhorite Diyo Go (Female),Arundhati Holme Chowdhury,bn,Rabindra Sangeet,Tagore Classic,7,0
Someday,The Strokes,en,rock,permanent wave,13,1
Dive (feat. Cosmos & Creature) (feat. Cosmos & Creature),Attom,en,edm,pop edm,8,1
Sending My Love,Zhané,en,r&b,new jack swing,11,1
No One Knows Who We Are (Radio Edit) (feat. Lights),Kaskade,en,edm,progressive electro house,8,1
Jodi Jante Chao Tumi,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Bootie in Your Face - No Rock Drop,Deorro,en,edm,electro house,8,1
Music,Leela James,en,r&b,neo soul,11,1
Bhalobeshe Dekei Dekho Na,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Get Down,Nas,en,rap,gangster rap,12,1
Peace of Mind,Boston,en,rock,album rock,13,1
Badhu Kon Alo (Part 2),Arundhati Holme Chowdhury,bn,Rabindra Sangeet,Tagore Nature,7,0
Champa Chameli Golaperi Baage,Manna Dey|Sandhya Mukherjee,bn,Bangla Film,Duet Playback,1,0
I Luv It,Jeezy,en,rap,southern hip hop,12,1
Shiter Shishir Bheja Raat,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0
Hey Mor Debota,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Putul Putul,Antara Chwdhury,bn,Children's Music,Children's Song,4,0
Got 'Til It's Gone,Janet Jackson,en,r&b,new jack swing,11,1
O Amar Sajani Go,Kishore Kumar|Lata Mangeshkar,bn,Bangla Film,Duet Playback,1,0
Badhu Kon Alo (Part 1),Arundhati Holme Chowdhury,bn,Rabindra Sangeet,Tagore Nature,7,0
Nowhere to Run,Brennan Savage,en,rap,gangster rap,12,1
All Night,Parov Stelar,en,edm,electro house,8,1
Chhande Chhande Gaane Gaane,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Jakhan Porbe Na Mor Payer Chinha,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Go to Sleep Little Baby,Niykee Heaton,en,pop,indie poptimism,10,1
Summiteer,Watch Out Stampede,en,rock,hard rock,13,1
No More,Disturbed,en,rock,hard rock,13,1
Snapping,CHUNG HA,en,pop,dance pop,10,1
Mahabiswey Mahabiswey,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Amar Swapna Tumi Ogo,Asha Bhosle|Kishore Kumar,bn,Bangla Film,Romantic Duet,1,0
If The World,Guns N' Roses,en,rock,album rock,13,1
Bristi Bristi Bristi,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Kolahal To Baron Holo,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Hay Go Amar Mon Mane Na,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Kolkata Kolkata,Bappi Lahiri,bn,Bangla Film,City Travel,1,0
Holy,Jamila Woods,en,r&b,neo soul,11,1
Electric (feat. Khalid),Alina Baraz,en,pop,indie poptimism,10,1
Hurts 2B Human (feat. Khalid) - Midnight Kids Remix,P!nk,en,edm,big room,8,1
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,en,latin,latin hip hop,9,1
Emotion,Mia Rodriguez,en,r&b,hip pop,11,1
Flick Of The Wrist - Remastered 2011,Queen,en,rock,album rock,13,1
"Sakhi, Bhabana Kahare Bale",Sumitra Sen,bn,Rabindra Sangeet,Tagore Romantic,7,0
Cot Damn (feat. Ab-Liva & Rosco P. Coldchain),Clipse,en,rap,southern hip hop,12,1
In The Middle,dodie,en,pop,indie poptimism,10,1
Hallucinogenics,Matt Maeson,en,pop,indie poptimism,10,1
Heartbeat,Claptone,en,pop,electropop,10,1
Ether,Nas,en,rap,gangster rap,12,1
GAMES ON YOUR PHONE,24kGoldn,en,r&b,urban contemporary,11,1
Shaon Raate Jodi,Manna Dey,bn,Bangla Film,Romantic Playback,1,0
Naari Charitra Bejaay Jatil,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Love Me Like You Do,Ellie Goulding,en,pop,post-teen pop,10,1
Not Gon' Cry,Mary J. Blige,en,r&b,new jack swing,11,1
E Gaane Prajapati (Stereo),Sandhya Mukherjee,bn,Bangla Film,Light Romantic,1,0
Nagor Amar Kancha Peerit,Asha Bhosle|Shailender Singh,bn,Bangla Film,Duet Playback,1,0
Amar Swapna Je Satyi,Kishore Kumar|Lata Mangeshkar,bn,Bangla Film,Romantic Retro,1,0
Body Parts,Raphael Saadiq,en,r&b,neo soul,11,1
Eto Kachhe Dujane,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
On Top Of The World,Imagine Dragons,en,latin,latin hip hop,9,1
Shake Whatcha Mama Gave Ya',Poison Clan,en,rap,southern hip hop,12,1
"Aar Nai Re Bela, Namlo Chhaya",Sumitra Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Amay Nahe Go,Feroza Begum,bn,Nazrul Geeti,Nazrul Romantic,6,0
Ei Je Heri Go Debi Amari,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Don't Stop Me Now - 2011 Mix,Queen,en,rock,album rock,13,1
SOS - Laidback Luke Tribute Remix / Radio Edit,Avicii,en,pop,dance pop,10,1
Move To The City - Live In Japan / 1992,Guns N' Roses,en,rock,album rock,13,1
Be the One,Dua Lipa,en,pop,electropop,10,1
Ek Tanete Jemon Temon,Kishore Kumar|Swapan Chakraborty,bn,Bangla Folk,Folk-inspired Light,2,0
The Flute Song,Russ,en,rap,hip hop,12,1
Phire Elam Dure Giye,Asha Bhosle|R. D. Burman,bn,Bangla Film,Duet Playback,1,0
Tomari Chalar Pathe,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Sweet November,Troop,en,r&b,new jack swing,11,1
Sei Raate Raat Chhilo Purnima,Kishore Kumar,bn,Adhunik Bangla,Romantic Modern,0,0
679 (feat. Remy Boyz),Fetty Wap,en,rap,hip hop,12,1
Din Khon Mapa Ache,Arijit Singh,bn,Adhunik Bangla,Romantic Modern,0,0
Odessa,Caribou,en,pop,dance pop,10,1
Adios,Kim Viera,en,latin,latin pop,9,1
Beat Of My Drum,POWERS,en,pop,indie poptimism,10,1
I Need Love,LL Cool J,en,r&b,new jack swing,11,1
O Amar Pran Sajani (Champabothi Kanya),Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Apollo - Radio Edit,Hardwell,en,edm,progressive electro house,8,1
Remember the Name (feat. Styles of Beyond),Fort Minor,en,rock,hard rock,13,1
Phul Phute Jhore Jaay,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Esse Chhile Tobu,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Be Like You,CVBZ,en,latin,tropical,9,1
Ek Din Pakhi Ure Jabe,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Maharaja Tomarey Shelam,Anup Ghoshal|Rabi Ghosh,bn,Children's Music,Fantasy Song,4,0
Onek Khujechi Khuje Payine,Mohammad Aziz,bn,Bangla Film,Romantic Playback,1,0
Who I Am,Wage War,en,rock,hard rock,13,1
Aar Ki Tomay Chharchhi,Asha Bhosle|R. D. Burman,bn,Adhunik Bangla,Romantic Modern,0,0
This Love - Acoustic,Maroon 5,en,latin,latin pop,9,1
We Are Never Ever Getting Back Together,Taylor Swift,en,pop,post-teen pop,10,1
Where The Hood At,DMX,en,rap,gangster rap,12,1
Don't Be Afraid,Aaron Hall,en,r&b,new jack swing,11,1
Ami Nei Ami Nei,Kishore Kumar,bn,Adhunik Bangla,Melancholic Modern,0,0
Na Na Jeo Na,Manna Dey,bn,Bangla Film,Melancholy Playback,1,0
Party Rock Anthem,LMFAO,en,pop,post-teen pop,10,1
Ami Tomay Jato Shuniyechhilem Gaan,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
3 Nights,Dominic Fike,en,latin,latin pop,9,1
Me and My Downfall,DeeExpus,en,rock,album rock,13,1
Jodi Jante Chao Tumi,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Jete Jete Pathe Holo,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0
Hella Neck,Carnage,en,rap,hip hop,12,1
Pon De Floor,Major Lazer,en,latin,latin hip hop,9,1
Diner Shese Ghumer Deshe,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Mon Janala Khule Dena,Kishore Kumar,bn,Adhunik Bangla,Romantic Modern,0,0
That's Why (You Go Away) - 2014 Remastered Version,Michael Learns To Rock,en,rock,album rock,13,1
Stellar,Jamila Woods,en,r&b,neo soul,11,1
Pora Banshi Shunle E Mon,Asha Bhosle,bn,Adhunik Bangla,Folk-inspired Modern,0,0
Shamla Gaanyer Kajla Meye,Hemant Kumar|Aarti Mukherji,bn,Bangla Film,Duet Playback,1,0
747,Bill Callahan,en,r&b,hip pop,11,1
Lovergirl,Teena Marie,en,r&b,urban contemporary,11,1
Naam Amar Kishore Kumar Ganguly,Kishore Kumar,bn,Adhunik Bangla,Tribute Song,0,0
Whyyawannabringmedown,Aranda,en,rock,hard rock,13,1
Pray to God - R3hab Remix,Calvin Harris,en,edm,big room,8,1
Beshi Ki Boli Jakhon Boli,Bappi Lahiri|Asha Bhosle,bn,Bangla Film,Duet Playback,1,0
Did You Ever Think - Remix - Radio Edit,R. Kelly,en,r&b,new jack swing,11,1
Eenie Meenie,Justin Bieber,en,latin,latin hip hop,9,1
Mon Tomar Ei Bhram Gelo Na,Panna Lal Bhattacharjee,bn,Devotional,Spiritual,5,0
More Than You Know,Axwell /\ Ingrosso,en,pop,dance pop,10,1
Who Needs Love,Trippie Redd,en,rap,trap,12,1
Killing In The Name,Rage Against The Machine,en,rock,permanent wave,13,1
Glow - JSapp Remix,Britt Nicole,en,edm,progressive electro house,8,1
Paranoid,Black Sabbath,en,rock,classic rock,13,1
Make tha Trap Say Aye (feat. Gucci Mane),OJ Da Juiceman,en,rap,southern hip hop,12,1
Sajani Go Premer Katha,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0
Kine De Reshmi Churi,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Naam Rekhechhi Bonolata,Shyamal Mitra,bn,Adhunik Bangla,Romantic Modern,0,0
Purano Sei Diner,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Nostalgia,7,0
Crazy On You,Heart,en,rock,hard rock,13,1
2 Of Amerikaz Most Wanted,2Pac,en,rap,southern hip hop,12,1
Na Na Kache Eso Na,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Bhulo Na Pratham Se Din,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Khelbo Holi Rang Debo Na,Asha Bhosle|Kavita Krishnamurthy,bn,Bangla Film,Duet Playback,1,0
Kato Naree Achhe E Gokule,Asha Bhosle|Kishore Kumar|Tanuja,bn,Bangla Film,Comic Folk-Film,1,0
Sunshine (feat. Lea) - Explicit Album Version,Lil' Flip,en,rap,hip hop,12,1
High On Life (feat. Bonn),Martin Garrix,en,pop,dance pop,10,1
Invisible Touch - 2007 Remaster,Genesis,en,rock,album rock,13,1
Animal Instinct,The Cranberries,en,rock,album rock,13,1
Chanchal Moyuri E Raat,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Rehab,Amy Winehouse,en,r&b,neo soul,11,1
I Need A Hot Girl,Hot Boys,en,rap,hip hop,12,1
Kaharba Noy Dadra Bajao,Manna Dey,bn,Bangla Film,Romantic Playback,1,0
Still Frame,Trapt,en,rock,hard rock,13,1
Namo Mata Saraswati,Sandhya Mukherjee|Tarun Banerjee|Aarti Mukherji,bn,Bangla Film,Duet Playback,1,0
2U (feat. Justin Bieber),David Guetta,en,pop,electropop,10,1
Paradise,Rex Orange County,en,pop,indie poptimism,10,1
Your Love,Tom Misch,en,r&b,neo soul,11,1
Bring Da Ruckus,Wu-Tang Clan,en,rap,southern hip hop,12,1
Kon Bhiruke Bhoy Dekhabi,Suchitra Mitra,bn,Rabindra Sangeet,Tagore Classic,7,0
Over And Over,Sylvester,en,edm,progressive electro house,8,1
Ke Jabi Aay,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
I Wonder if I Take You Home,Full Force,en,r&b,new jack swing,11,1
Cigarette Naho Tumi Swet-Pari,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Emotionless,Drake,en,r&b,hip pop,11,1
Aami Dasyir Sathey Kori Dosti,Manna Dey,bn,Bangla Film,Romantic Playback,1,0
Sedino Akashe Chhilo Kato Tara,Kishore Kumar,bn,Adhunik Bangla,Nostalgic Modern,0,0
Susie Q - Single Version,Creedence Clearwater Revival,en,rock,hard rock,13,1
Down 4 Whateva,Nuttin' Nyce,en,r&b,new jack swing,11,1
Before You Go,Lewis Capaldi,en,pop,post-teen pop,10,1
Burden,TENDER,en,pop,indie poptimism,10,1
Cars,Gary Numan,en,rock,permanent wave,13,1
Eureka Eureka,Kishore Kumar|Ranu Mukherjee|Chorus,bn,Bangla Film,Duet Playback,1,0
Oi Padma Chokher Neel Jamunay,Shyamal Mitra,bn,Adhunik Bangla,Romantic Modern,0,0
Chole Jete Jete Din,Lata Mangeshkar,bn,Adhunik Bangla,Melancholic Modern,0,0
Bare Bare Ke Jeno Dake,Manabendra Mukherjee,bn,Adhunik Bangla,Romantic Modern,0,0
In My Life - Remastered 2009,The Beatles,en,rock,classic rock,13,1
Najar Diyo Na,Kishore Kumar,bn,Adhunik Bangla,Playful Modern,0,0
No Right To Love You - Acoustic,Rhys Lewis,en,r&b,urban contemporary,11,1
Ami Je Jalsaghare,Manna Dey,bn,Bangla Film,Romantic Playback,1,0
West End Girls - 2001 Remaster,Pet Shop Boys,en,rock,permanent wave,13,1
I'm Blessed,Charlie Wilson,en,r&b,urban contemporary,11,1
Phote Je Rakta Golap,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Days Gone By,Van Morrison,en,rock,classic rock,13,1
This Is What It Feels Like,Armin van Buuren,en,edm,progressive electro house,8,1
Between The Devil And The Deep Blue Sea,George Harrison,en,rock,permanent wave,13,1
O Bideshi Bandhu,Bhupen Hazarika,bn,Adhunik Bangla,Urban Modern,0,0
Runaway,Halcyon,en,latin,tropical,9,1
Hai Re Poda Banshi,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Tapur Tupur Sara Dupur,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Aamar Swapna Je,Lata Mangeshkar|Kishore Kumar,bn,Bangla Film,Romantic Retro,1,0
Aayre Chhute Aai,Antara Chwdhury,bn,Children's Music,Comic Song,4,0
Banshi Keno Hai,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Tumi Jodi Thaktey,Kumar Sanu,bn,Bangla Film,Romantic Playback,1,0
Closely,August Roads,en,pop,indie poptimism,10,1
God Is a DJ,Faithless,en,pop,dance pop,10,1
High And Dry,Radiohead,en,pop,indie poptimism,10,1
Aaha Ki Darun Dekhtey,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Chand Aar Shurjo,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0
Oi Dustu Chokher Mishti Hasi,Sandhya Mukherjee|Hemant Kumar,bn,Bangla Film,Duet Playback,1,0
Tare Ami Chokhe Dekhini,Kishore Kumar,bn,Adhunik Bangla,Mystical Modern,0,0
Let's Wait Awhile,Janet Jackson,en,r&b,new jack swing,11,1
Ektuku Chhonwa Lage,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
